"provider_name","provider_addloc","notes","notes_es","email","web_link","address","city","state","zip","lat","lon","last_update","updated_by","status","med_testing","med_primary_care","med_pediatrics","med_senior","med_women","med_urgent_care","med_dental","med_vision","med_pharmacy","med_mental_health","med_hotline","med_addiction","med_domestic_violence","legal_housing","legal_worker_protection","legal_healthcare","legal_immigration","legal_criminal","legal_domviolence","legal_contracts","legal_protester_defense","fin_grocery","fin_housing","fin_legal","fin_medical","fin_utilities","dv_medical","dv_mental_health","dv_housing","dv_legal","dv_crisis","dv_referrals","SNAP","WIC","public","children","homeless","uninsured","residents","immigrants","low_income","women","disabled","native_american","seniors","accepts_medical","discount_medical","must_show_id","free","sliding_scale","financial_assistance","contact","temp_closed","delivery","curbside_pickup","drive_thru","in_person","telehealth","telelegal","call_in_advance","alameda","san_francisco","contra_costa","santa_clara","san_mateo","solano","sonoma","napa","santa_cruz","san_benito","sacramento","farmers_market","meal_student","free_groceries","bob","mon","tues","wed","thr","fri","sat","sun","resource"
"Gilroy Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","350 West Sixth Street Gilroy"," Gilroy","CA",95020,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Rod Kelley Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","8755 Kern Avenue Gilroy"," Gilroy","CA",95020,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Rod Kelley Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","8755 Kern Avenue Gilroy"," Gilroy","CA",95020,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Rod Kelley Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","8755 Kern Avenue Gilroy"," Gilroy","CA",95020,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Los Altos City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1 North San Antonio Road Los Altos"," Los Altos","CA",94022,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Los Altos Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","13 South San Antonio Road Los Altos"," Los Altos","CA",94022,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Woodland Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1975 Grant Road Los Altos"," Los Altos","CA",94024,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Foothill College (Lot ","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","12345 El Monte Road Los Altos Hills"," Los Altos Hills","CA",94022,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Los Altos Hills Town Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","26379 Fremont Road Los Altos Hills"," Los Altos Hills","CA",94022,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Los Gatos Public Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","100 Villa Avenue Los Gatos"," Los Gatos","CA",95030,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Los Gatos Town Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","110 East Main Street Los Gatos"," Los Gatos","CA",95030,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Milpitas City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","455 East Calaveras Boulevard Milpitas"," Milpitas","CA",95035,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Milpitas Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","160 North Main Street Milpitas"," Milpitas","CA",95035,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Milpitas Unified School District","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1331 East Calaveras Boulevard Milpitas"," Milpitas","CA",95035,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Monte Sereno City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","18041 Saratoga-Los Gatos Road Monte Sereno"," Monte Sereno","CA",95030,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Morgan Hill City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","17575 Peak Avenue Morgan Hill"," Morgan Hill","CA",95037,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Morgan Hill Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","660 West Main Avenue Morgan Hill"," Morgan Hill","CA",95037,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Morgan Hill Unified School District","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","15600 Concord Circle Morgan Hill"," Morgan Hill","CA",95037,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Nordstrom Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1425 East Dunne Avenue Morgan Hill"," Morgan Hill","CA",95037,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Nordstrom Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1425 East Dunne Avenue Morgan Hill"," Morgan Hill","CA",95037,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Nordstrom Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1425 East Dunne Avenue Morgan Hill"," Morgan Hill","CA",95037,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Mountain View City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","500 Castro Street Mountain View"," Mountain View","CA",94039,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Mountain View Public Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","585 Franklin Street Mountain View"," Mountain View","CA",94041,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Computer History Museum","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1401 North Shoreline Boulevard Mountain View"," Mountain View","CA",94043,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Mountain View Fire Station ","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","4229 North Whisman Road Mountain View"," Mountain View","CA",94043,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Mountain View Fire Station ","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","4229 North Whisman Road Mountain View"," Mountain View","CA",94043,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Mountain View Fire Station ","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","4229 North Whisman Road Mountain View"," Mountain View","CA",94043,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Palo Alto City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","250 Hamilton Avenue Palo Alto"," Palo Alto","CA",94301,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Palo Alto High School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","50 Embarcadero Road Palo Alto"," Palo Alto","CA",94301,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Mitchell Park Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","3700 Middlefield Road Palo Alto"," Palo Alto","CA",94303,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Rinconada Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1213 Newell Road Palo Alto"," Palo Alto","CA",94303,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Rinconada Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1213 Newell Road Palo Alto"," Palo Alto","CA",94303,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Rinconada Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1213 Newell Road Palo Alto"," Palo Alto","CA",94303,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Santa Clara County Civic Center","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","70 West Hedding Street San Jose"," San Jose","CA",95110,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Captain Jason M. Dahl Elementary School","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","3200 Water Street San Jose"," San Jose","CA",95111,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Edenvale Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","101 Branham Lane E San Jose"," San Jose","CA",95111,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Edenvale Community Center","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","330 East Branham Lane E San Jose"," San Jose","CA",95111,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Seven Trees Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","3590 Cas Drive San Jose"," San Jose","CA",95111,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Tully Community Branch Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","880 Tully Road San Jose"," San Jose","CA",95111,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Franklin-McKinley School District","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","645 Wool Creek Drive San Jose"," San Jose","CA",95112,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Martin Luther King Library","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","150 East San Fernando Street San Jose"," San Jose","CA",95112,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Registrar of Voters (@ Bldg. ","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1555 Berger Drive San Jose"," San Jose","CA",95112,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"San Jose State University (@Dudley Hall)","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1 Washington Square San Jose"," San Jose","CA",95112,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"San Jose State University (@The Villages)","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","1 Washington Square San Jose"," San Jose","CA",95112,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"San Jose City Hall – Outside City Clerk Office","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","200 East Santa Clara Street"," San Jose","CA",95113,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Santa Clara County Superior Court","","Drop off your election voting ballot at this location between October 5 and November 3! Thank you for doing your civic duty!","","","https://www.sccgov.org/sites/rov/VBM/Pages/VoteEarly.aspx ","191 North First Street San Jose"," San Jose","CA",95113,"","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
